,id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
334,335,"HOY Lucia se comunico conmigo bastante enojada.  Quiere solicitar la caja de alimentos desde el mes pasado y dice que NO LE LLEGA.  Sin embargo su primo que vive enfrente ya recibio 3 cajas.  Ella cobra la minina, tiene un recambio de valvula aorta y por eso no sale.  Necesitaria una ayuda, pero NO LA RECIBE.  QUE MAS PUEDO HACER PARA TRAMITARLE ESTO?",NECESIDADES OPERATIVAS,hoy lucia se comunico conmigo bastante enojada  quiere solicitar la caja de alimentos desde el mes pasado y dice que no le llega  sin embargo su primo que vive enfrente ya recibio _digit_ cajas  ella cobra la minina tiene un recambio de valvula aorta y por eso no sale  necesitaria una ayuda pero no la recibe  que mas puedo hacer para tramitarle esto,NEC_OP
1994,1995,se entrega alimentos en domicilio 31/7/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
8149,8150,No contesto llamado,NO RELEVANTE,no contesto llamado,NR
3354,3355,"AM no tiene numero de contacto adicional y procedo a indicar ""se mudo"" ya que el numero que figura es erróneo.",NO RELEVANTE,am no tiene numero de contacto adicional y procedo a indicar se mudo ya que el numero que figura es erroneo ,NR
4500,4501,Se envía un mail para averiguar la exención al impuesto inmobiliario.,NEUTRAL,se envia un mail para averiguar la exencion al impuesto inmobiliario ,NR
11215,11216,me oidio mi celular por si necesita algo. de apoco esta entrando en confianza conmigo,POSITIVO,me oidio mi celular por si necesita algo de apoco esta entrando en confianza conmigo,R
10150,10151,"esta bien, estuvimos conversando un rato.",POSITIVO,esta bien estuvimos conversando un rato ,R
5465,5466,se solicitó caja alimentaria,NECESIDADES OPERATIVAS,se solicito caja alimentaria,NEC_OP
11816,11817,se encuentra  asistido por su familia no necesita nada por el momento,NEUTRAL,se encuentra asistido por su familia no necesita nada por el momento,NR
6979,6980,"Se habló con la voluntaria para designarle a la Lic NOBREGA Ines
Inicia 13/5 - día por medio",NECESIDADES OPERATIVAS,se hablo con la voluntaria para designarle a la lic nobrega ines
inicia _digit_ _digit_ - dia por medio,NEC_OP
776,777,"Luego de varios días sin atender, me contesta la sobrina de Alicia. Me dice que ahora salió a acompañar a su hermana al banco, que si puedo llamarla a eso de las 5pm. Al no poder realizar el llamado en este horario, voy a volver a llamarla mañana por la mañana.",NO RELEVANTE,luego de varios dias sin atender me contesta la sobrina de alicia me dice que ahora salio a acompanar a su hermana al banco que si puedo llamarla a eso de las _digit_pm al no poder realizar el llamado en este horario voy a volver a llamarla manana por la manana ,NR
8141,8142,"Los días anteriores no pude cargar las acciones porque es sistema no me lo permitía. Lo importante es que Leticia está bien, hablamos, generamos un lindo vínculo y planeamos encontrarnos cuando pase la pandemia.",POSITIVO,los dias anteriores no pude cargar las acciones porque es sistema no me lo permitia lo importante es que leticia esta bien hablamos generamos un lindo vinculo y planeamos encontrarnos cuando pase la pandemia ,R
2436,2437,12/06/2020 SE ENTREGO ALIMENTOS EN DOMICILIO,NECESIDADES OPERATIVAS,_digit_ _digit_ _digit_ se entrego alimentos en domicilio,NEC_OP
4660,4661,"Mejoraron un poco sus problemas del alquiler, el jueves dan de alta a su pariente y esta resolviendo irse a vivir con el, le duelen un poco las piernas, ahora esta descansando, agradece el llamado y la contención.",NEUTRAL,mejoraron un poco sus problemas del alquiler el jueves dan de alta a su pariente y esta resolviendo irse a vivir con el le duelen un poco las piernas ahora esta descansando agradece el llamado y la contencion ,NR
9680,9681,"bueno martin  me cuenta q se encuentra muy bien ,y muestra preocupacion por las cosas q no puede hacer pero q se siente contenido por sus hijos y nietos  .",POSITIVO,bueno martin me cuenta q se encuentra muy bien y muestra preocupacion por las cosas q no puede hacer pero q se siente contenido por sus hijos y nietos  ,R
9991,9992,el sr nicasio se encuentra bien.,POSITIVO,el sr nicasio se encuentra bien ,R
10679,10680,"la señora carlome rosa, e hablado con su hija, estaria necesitando asistencia psicologica, y tambien conseguir pilas para el audifono.

esta teniendo perdida de memoria.

la hija estaría pidiendo que la vacunen en la casa",NEGATIVO,la senora carlome rosa e hablado con su hija estaria necesitando asistencia psicologica y tambien conseguir pilas para el audifono 

esta teniendo perdida de memoria 

la hija estaria pidiendo que la vacunen en la casa,R
11925,11926,se encuentra bien. estuvimos hablando un rato de nuestros pasatiempos. està contenta con los llamados.,POSITIVO,se encuentra bien estuvimos hablando un rato de nuestros pasatiempos esta contenta con los llamados ,R
10752,10753,la sra se encuentra bien. quedamos en que la vuelvo a llamar,POSITIVO,la sra se encuentra bien quedamos en que la vuelvo a llamar,R
3604,3605,"Buenas tardes. 
Solicito Canasta alimentaria para Adulto Mayor. 
Gracias
Paula",NECESIDADES OPERATIVAS,buenas tardes 
solicito canasta alimentaria para adulto mayor 
gracias
paula,NEC_OP
1632,1633,Se encuentra bien. Completamos la encuesta.,POSITIVO,se encuentra bien completamos la encuesta ,R
7640,7641,"SE ENVÍO MAIL A MEDICACION2020 SOLICITANDO LA RECETA QUE EL AM MENDEZ ALBERTO NECESITA PARA EL MEDICAMENTO MICARDIS AMLO (ANTIHIPERTENSIVO DE LABORATORIOS BOHERINGER)

LO CONSIGUIERON DE FORMA PARTICULAR",NECESIDADES OPERATIVAS,se envio mail a medicacion_digit_ solicitando la receta que el am mendez alberto necesita para el medicamento micardis amlo antihipertensivo de laboratorios boheringer 

lo consiguieron de forma particular,NEC_OP
4879,4880,Todo en orden,POSITIVO,todo en orden,R
397,398,"El día 15 de mayo la actuante se comunico con Defensa Civil atento tener la señora Concepción problemas con el árbol de la puerta de su casa, se conversa telefónicamente con ella avisando q pasarán a la brevedad para evaluar la situación.     El día sábado la señora se comunica para agradecer dado que en horas del medio día concurrieron dos operarios con una grúa y solucionaron el problema,motivo x el cual estaba contenta y agradecida.                                    El día miércoles 20 de mayo la señora comenta q a su nieto la empresa donde trabaja volvieron a descontarle gran parte del sueldo( se le explica q ante resta etapa crítica, suele pasar q no paguen presentismo y puntualidad, vuelve a pedir poder enviar un CV del joven de 26 años, también se le explica que en estos momentos no se puede recepcionar CV dado no estar todas las áreas municipales en actividad                           Es espontánea comenta situaciones familiares agradece poder mandar wsp y tener inmediata respuesta ( el nieto de la señora pregunta cualquier duda) la comunicación es fluida con la señora Renzi.",NEUTRAL,el dia _digit_ de mayo la actuante se comunico con defensa civil atento tener la senora concepcion problemas con el arbol de la puerta de su casa se conversa telefonicamente con ella avisando q pasaran a la brevedad para evaluar la situacion   el dia sabado la senora se comunica para agradecer dado que en horas del medio dia concurrieron dos operarios con una grua y solucionaron el problema motivo x el cual estaba contenta y agradecida                   el dia miercoles _digit_ de mayo la senora comenta q a su nieto la empresa donde trabaja volvieron a descontarle gran parte del sueldo se le explica q ante resta etapa critica suele pasar q no paguen presentismo y puntualidad vuelve a pedir poder enviar un cv del joven de _digit_ anos tambien se le explica que en estos momentos no se puede recepcionar cv dado no estar todas las areas municipales en actividad              es espontanea comenta situaciones familiares agradece poder mandar wsp y tener inmediata respuesta  el nieto de la senora pregunta cualquier duda la comunicacion es fluida con la senora renzi ,NR
9972,9973,el número que aparece no corresponde a un abonado en servicio.,NO RELEVANTE,el numero que aparece no corresponde a un abonado en servicio ,NR
11474,11475,no me atiende,NO RELEVANTE,no me atiende,NR
7072,7073,Me comunique el viernes con Accion Social me dijeron que a partir de hoy comenzaban la entrega de artículos de limpieza cuando llama el beneficiario le dicen que no.,NECESIDADES OPERATIVAS,me comunique el viernes con accion social me dijeron que a partir de hoy comenzaban la entrega de articulos de limpieza cuando llama el beneficiario le dicen que no ,NEC_OP
1934,1935,La señora se encuentra bien. Esperando para darse la vacuna neumonía que está en falta.,POSITIVO,la senora se encuentra bien esperando para darse la vacuna neumonia que esta en falta ,R
10940,10941,"llamo a la señora garelik me informa que sigre de miopia grave lo cual no puede hacer fuerza debido a la retina 
hace diez años que sufre esta enfermedad
me solicito una caja d alimentos pero no puede acercarse vive sola. es viuda",NEGATIVO,llamo a la senora garelik me informa que sigre de miopia grave lo cual no puede hacer fuerza debido a la retina 
hace diez anos que sufre esta enfermedad
me solicito una caja d alimentos pero no puede acercarse vive sola es viuda,R
6070,6071,Se solicita la caja de alimentos al 147.,NECESIDADES OPERATIVAS,se solicita la caja de alimentos al _digit_ ,NEC_OP
6564,6565,"SU HIJO ME COMUNICA , QUE SE ENCUENTRA BIEN.
SALUDOS",POSITIVO,su hijo me comunica  que se encuentra bien 
saludos,R
5095,5096,"virginia  se encuentra mejor de su angustia, conversamos media hora quedamos en hablar nuevamente.",NEGATIVO,virginia se encuentra mejor de su angustia conversamos media hora quedamos en hablar nuevamente ,R
3088,3089,pude comunicarme se encuentran bien de animo entreteniendose con las coasa de la casa  la mujer teje para entretenerce  seguire llamandolos,POSITIVO,pude comunicarme se encuentran bien de animo entreteniendose con las coasa de la casa la mujer teje para entretenerce seguire llamandolos,R
8624,8625,"en el día de la fecha me comunico con jorge, le pase el nuevo cuadernos con actividades para hacer vía zoo. no estaba muy entusiasmado pero lo insistí para que lo pensara y viera si alguna actividad lo podía llegar a enganchar. me ofrecí ayudarlo anotarse ya que el no tiene mucho manejo de Internet mas que lo básico. 
 yo al dia de la fecha sigo sin respuestas por el pedido que realice por sus medicamentos . mande un mail con todo lo requerido",NECESIDADES OPERATIVAS,en el dia de la fecha me comunico con jorge le pase el nuevo cuadernos con actividades para hacer via zoo no estaba muy entusiasmado pero lo insisti para que lo pensara y viera si alguna actividad lo podia llegar a enganchar me ofreci ayudarlo anotarse ya que el no tiene mucho manejo de internet mas que lo basico 
 yo al dia de la fecha sigo sin respuestas por el pedido que realice por sus medicamentos  mande un mail con todo lo requerido,NEC_OP
2566,2567,Se encuentra muy bien,POSITIVO,se encuentra muy bien,R
11650,11651,"pregunta si  dan las 2 vacunas a domicilio, la de la gripe y la  de neumonia. insiste con barbijos guantes y alcohol para cuidadores domiciliarios",NEUTRAL,pregunta si dan las _digit_ vacunas a domicilio la de la gripe y la de neumonia insiste con barbijos guantes y alcohol para cuidadores domiciliarios,NR
2854,2855,Se encuentra bien,POSITIVO,se encuentra bien,R
4663,4664,todo bien,POSITIVO,todo bien,R
12439,12440,todo en orden - no recibio bolsa de alimentos,NEGATIVO,todo en orden - no recibio bolsa de alimentos,R
7351,7352,"Llamo a AM a 48380394 me comenta que se comunicaron con ella en el día de ayer, le comentaron que podía ir a retirar la caja de alimentos. Me comenta que en el día de hoy fue y ya cuenta con la caja de alimentos, también me indica que le informaron que podrían estar enviando productos de limpieza a mitad del mes próximo. 
Le indico números de contacto, en caso que requiera otro tipo de asistencia. Agradece por toda la gestión recibida y finaliza la llamada.",NECESIDADES OPERATIVAS,llamo a am a _digit_ me comenta que se comunicaron con ella en el dia de ayer le comentaron que podia ir a retirar la caja de alimentos me comenta que en el dia de hoy fue y ya cuenta con la caja de alimentos tambien me indica que le informaron que podrian estar enviando productos de limpieza a mitad del mes proximo 
le indico numeros de contacto en caso que requiera otro tipo de asistencia agradece por toda la gestion recibida y finaliza la llamada ,NEC_OP
1487,1488,"Atiende, esta muy bien de animo y de salud,  no tiene necesidades al momento, explcio el taller de cultura que esta promoviendo el municipio: yoga, dibujo y pintura y club de lectura, , me indica que le interea el de yoga,  explcio que el lunes 8n recibra contacto del profesor o instructor para coordinar actividades y juntada grupal virtual",POSITIVO,atiende esta muy bien de animo y de salud  no tiene necesidades al momento explcio el taller de cultura que esta promoviendo el municipio yoga dibujo y pintura y club de lectura  me indica que le interea el de yoga  explcio que el lunes _digit_n recibra contacto del profesor o instructor para coordinar actividades y juntada grupal virtual,R
7117,7118,"HABLO CON AM, INDICA QUE FUE UN DIA DEL PADRE EXTRAÑO PORQUE NO PUDO VER A SUS HIJOS PERO SÍ LO LLAMARON ASÍ QUE ESTÁ CONTENTO.",POSITIVO,hablo con am indica que fue un dia del padre extrano porque no pudo ver a sus hijos pero si lo llamaron asi que esta contento ,R
5103,5104,"Animada,salio a cobrar",POSITIVO,animada salio a cobrar,R
6682,6683,No contesta.,NO RELEVANTE,no contesta ,NR
10685,10686,"la señora esta muy preocupada ya que es paciente oncologico, la asiste su esposo y su hija, por ahora tiene toda la medicacion",NEGATIVO,la senora esta muy preocupada ya que es paciente oncologico la asiste su esposo y su hija por ahora tiene toda la medicacion,R
6797,6798,"La Sra. Haydee se encontraba cocinando, me cuenta que ella contunua con sus habitos y costumbres relacionadas con los quehaceres de la casa, habla con sus hijos y amigas por video llamadas, mira películas, sale a caminar los días soleados. Le pase las actividades que envio e voluntariado.",POSITIVO,la sra haydee se encontraba cocinando me cuenta que ella contunua con sus habitos y costumbres relacionadas con los quehaceres de la casa habla con sus hijos y amigas por video llamadas mira peliculas sale a caminar los dias soleados le pase las actividades que envio e voluntariado ,R
