id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
3110,La volví a contactar para ver si necesitaba algo y cómo estaba. Por suerte está muy bien y me dice q si necesita algo ella ya tiene mi teléfono,POSITIVO,la volvi a contactar para ver si necesitaba algo y como estaba por suerte esta muy bien y me dice q si necesita algo ella ya tiene mi telefono,R
3111,"La Señora Ana Slaukin y su marido Guido el día 14 de Agosto no pude cargarlo pero me comuniqué y  se encontraban bien.
La Señora Ana Slaukin y su marido Guido el día de hoy se encuentran  bien.",POSITIVO,la senora ana slaukin y su marido guido el dia _digit_ de agosto no pude cargarlo pero me comunique y se encontraban bien la senora ana slaukin y su marido guido el dia de hoy se encuentran bien ,R
3112,La ayudan sus hijas pero no tiene problema en que la sigamos llamando.,NEUTRAL,la ayudan sus hijas pero no tiene problema en que la sigamos llamando ,NR
3113,se realizo pre inscripcion por la tablet,NECESIDADES OPERATIVAS,se realizo pre inscripcion por la tablet,NEC_OP
3114,El número solictiado no corresponde a un abonado en servicio,NO RELEVANTE,el numero solictiado no corresponde a un abonado en servicio,NR
3115,"Solicita Bolsón de Alimentos.
Sus hijos no pueden retirarlo ya que trabajan y no están disponibles en ese horario.
Por mi parte tampoco puedo, por lo que seria necesario que la Sec. de Desarrollo Social pueda realizar la entrega a domicilio.
Me estaré comunicando a los números informados para hacer esta solicitud.",NECESIDADES OPERATIVAS,solicita bolson de alimentos sus hijos no pueden retirarlo ya que trabajan y no estan disponibles en ese horario por mi parte tampoco puedo por lo que seria necesario que la sec de desarrollo social pueda realizar la entrega a domicilio me estare comunicando a los numeros informados para hacer esta solicitud ,NEC_OP
3116,"Va muy Bien, está muy agradecida con la caja de alimentos  !! me solicita que ayude a una vecina suya,  ya estamos en contacto.........",NECESIDADES OPERATIVAS,va muy bien esta muy agradecida con la caja de alimentos  me solicita que ayude a una vecina suya  ya estamos en contacto     ,NEC_OP
3117,"Volver a llamar para saber cómo está el y su mujer 
Cardacci Antonio",NO RELEVANTE,volver a llamar para saber como esta el y su mujer cardacci antonio,NR
3118,"Bien , tranquilo, comenta un dolor en el brazo,  le siguen dando la caja de alimentos, comenta que se va a mudar cerca de donde vive ahora, no me da la direccion pero si el TE para que continue el contacto Pregunta  por una tablet que dice que le llego a otros jubilafos quedamos en que voy a averiguar",NECESIDADES OPERATIVAS,bien  tranquilo comenta un dolor en el brazo  le siguen dando la caja de alimentos comenta que se va a mudar cerca de donde vive ahora no me da la direccion pero si el te para que continue el contacto pregunta por una tablet que dice que le llego a otros jubilafos quedamos en que voy a averiguar,NEC_OP
3119,TODO EN ORDEN - YA RECIBIO ALIMENTOS AYER,NECESIDADES OPERATIVAS,todo en orden - ya recibio alimentos ayer,NEC_OP
3120,"hable con norma, ella esta bien. de buen animo. Por ahora no necesita nada urgente .",POSITIVO,hable con norma ella esta bien de buen animo por ahora no necesita nada urgente ,R
3121,"Breve conversación con Carlo, que estaba por dormir la siesta. Están bien.",POSITIVO,breve conversacion con carlo que estaba por dormir la siesta estan bien ,R
3122,"MIRTA Y FLIA.BIEN, MIRANDO PELICULAS EN LA CAMA PORQUE LE HACIA FRIO DICE",POSITIVO,mirta y flia bien mirando peliculas en la cama porque le hacia frio dice,R
3123,Buen animo.,POSITIVO,buen animo ,R
3124,Nos comunicamos por whatsapp,NO RELEVANTE,nos comunicamos por whatsapp,NR
3125,"Continuan sin variantes, tranquilos , salen los dias lindos a caminar",POSITIVO,continuan sin variantes tranquilos  salen los dias lindos a caminar,R
3126,No contesto llamado,NO RELEVANTE,no contesto llamado,NR
3127,"Contento con la caja de alimento que llego el viernes pasado, ya que no tenia nada. Deje mi telefono cualquier cosa que precise antes de mi llamado.",NECESIDADES OPERATIVAS,contento con la caja de alimento que llego el viernes pasado ya que no tenia nada deje mi telefono cualquier cosa que precise antes de mi llamado ,NEC_OP
3128,"La Sra, se encuentra muy bien de ánimo, no necesita nada por el momento. Respondió la encuesta. Comentó que no va a los centros de jubilados porque suele haber peleas entre los miembros.",POSITIVO,la sra se encuentra muy bien de animo no necesita nada por el momento respondio la encuesta comento que no va a los centros de jubilados porque suele haber peleas entre los miembros ,R
3129,Susana manisfiesta q se encuentra bien en todo aspecto ya q vale recoradar q padece un cancer de mamas se la escucha de buen animo ...,NEGATIVO,susana manisfiesta q se encuentra bien en todo aspecto ya q vale recoradar q padece un cancer de mamas se la escucha de buen animo  ,R
3130,"El sr perdió el certificado de la primera dosis de la vacuna de neumonía. Éste año se tiene que dar la segunda dosis, fue a San Lorenzo y uzal, le dijeron que no tenían. El sr necesita que le informe en que salita hay para poder ir. Y terminar de estar protegido",NECESIDADES OPERATIVAS,el sr perdio el certificado de la primera dosis de la vacuna de neumonia este ano se tiene que dar la segunda dosis fue a san lorenzo y uzal le dijeron que no tenian el sr necesita que le informe en que salita hay para poder ir y terminar de estar protegido,NEC_OP
3131,"Necesita Medicamento Omeprazol para proteger sus intestinos como indicación del gastroenterólogo, según lo que refiere  post endoscopia y no tiene recursos económicos para comprarlo.",NECESIDADES OPERATIVAS,necesita medicamento omeprazol para proteger sus intestinos como indicacion del gastroenterologo segun lo que refiere post endoscopia y no tiene recursos economicos para comprarlo ,NEC_OP
3132,"precisa que le saque turno para abrir una caja de ahorros en el bco. francés para solucionar su tema. Quedo en averiguarle como es todo el trámite. Me contestaron del banco central, me sugieren comunicarme con 3 personas de protección al usuario, mandé mail, espero respuesta.",NECESIDADES OPERATIVAS,precisa que le saque turno para abrir una caja de ahorros en el bco frances para solucionar su tema quedo en averiguarle como es todo el tramite me contestaron del banco central me sugieren comunicarme con _digit_ personas de proteccion al usuario mande mail espero respuesta ,NEC_OP
3133,Se solicita en el 147.,NO RELEVANTE,se solicita en el _digit_ ,NR
3134,Se entrega Alimentos  en domicilio 14/8/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
3135,Sin novedad,NO RELEVANTE,sin novedad,NR
3136,No contesta el telefono.,NO RELEVANTE,no contesta el telefono ,NR
3137,Se entrega Alimentos  en domicilio 7/8/20.,NECESIDADES OPERATIVAS,se entrega alimentos en domicilio _digit_ _digit_ _digit_ ,NEC_OP
3138,"Requiere compra de medicamentos y alimentos, a veces necesita comprar y comunicarse ella . Quedamos en llamarla el 3 de Junio a las 16hs para continuar con asistencia psicologica . Se sintio a gusto con la comunicacion y desea continuar con el vinculo",NECESIDADES OPERATIVAS,requiere compra de medicamentos y alimentos a veces necesita comprar y comunicarse ella  quedamos en llamarla el _digit_ de junio a las _digit_hs para continuar con asistencia psicologica  se sintio a gusto con la comunicacion y desea continuar con el vinculo,NEC_OP
3139,"La Señora Beatriz Dib el día de ayer se encontraba bien .
La Señora Beatriz Dib el día de hoy  se encuentra bien.",POSITIVO,la senora beatriz dib el dia de ayer se encontraba bien la senora beatriz dib el dia de hoy se encuentra bien ,R
3140,"Llamo a AM, me atiende Robert me indica que la AM es una vecina de ella, que seguramente informo el numero de él. Le indico acerca del programa de asistencias, me informa que ella le va a comentar a la señora y que me comunique en el día de mañana 22/05 a las 16 hs. Agradece y finaliza la llamada.",NO RELEVANTE,llamo a am me atiende robert me indica que la am es una vecina de ella que seguramente informo el numero de el le indico acerca del programa de asistencias me informa que ella le va a comentar a la senora y que me comunique en el dia de manana _digit_ _digit_ a las _digit_ hs agradece y finaliza la llamada ,NR
3141,ANGELA HOY AMANECIO MEJOR DE SU ESTADO DE SALUD CONTINUA CON DIETA LIVIANA SE ENCUENTRA MEJOR DE ANIMO,POSITIVO,angela hoy amanecio mejor de su estado de salud continua con dieta liviana se encuentra mejor de animo,R
3142,"Jobina está muy bien y muy animada, le gusta charlar conmigo, la entusiasma contarme cosas, hablamos un largo rato, y se siente muy bien. Junto con su marido hablan con sus nietos por video llamada. Nos hablaremos la próxima semana",POSITIVO,jobina esta muy bien y muy animada le gusta charlar conmigo la entusiasma contarme cosas hablamos un largo rato y se siente muy bien junto con su marido hablan con sus nietos por video llamada nos hablaremos la proxima semana,R
3143,Se establece contacto con AM quien indica no le interesa el acompañamiento.,NO RELEVANTE,se establece contacto con am quien indica no le interesa el acompanamiento ,NR
3144,SE ENTREGO ALIMENTOS EN DOMICILIO 21/08/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio _digit_ _digit_ _digit_,NEC_OP
3145,"Beatriz estaba muy angustiada. 
Además de todo el tema del coronavirus, se le rompieron los caños del agua y tiene que pagar $10.000 y además aun no se lo resolvieron.",NEGATIVO,beatriz estaba muy angustiada ademas de todo el tema del coronavirus se le rompieron los canos del agua y tiene que pagar $_digit_ _digit_ y ademas aun no se lo resolvieron ,R
3146,Se encuentra bien.,POSITIVO,se encuentra bien ,R
3147,"me pude comunicar, se encuetra bien y vive con su hija. se le comunico la info q mandaron.",POSITIVO,me pude comunicar se encuetra bien y vive con su hija se le comunico la info q mandaron ,R
3148,Siguen bien,POSITIVO,siguen bien,R
3149,"me comunique con Elmena, porque la semana le consegui la vacuna. Y la llame para preguntarle como estaba y si se habia podido vacunar. Y me dijo que hacia dos meses que estaba tratando de conseguir la vacuna y estaba muy muy agradecida que se la habia conseguido y que se pudo vacunar.",NECESIDADES OPERATIVAS,me comunique con elmena porque la semana le consegui la vacuna y la llame para preguntarle como estaba y si se habia podido vacunar y me dijo que hacia dos meses que estaba tratando de conseguir la vacuna y estaba muy muy agradecida que se la habia conseguido y que se pudo vacunar ,NEC_OP
3150,Se entrega material cognitivo en domicilio 24/7/20.,NECESIDADES OPERATIVAS,se entrega material cognitivo en domicilio _digit_ _digit_ _digit_ ,NEC_OP
3151,sin contacto,NO RELEVANTE,sin contacto,NR
3152,SE ENTREGO ALIMENTOS EN DOMICILIO EL 31/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
3153,Entregué caja de alimentos,NECESIDADES OPERATIVAS,entregue caja de alimentos,NEC_OP
3154,SE ENTREGO ALIMENTOS EN DOMICILIO EL 24/07/2020,NECESIDADES OPERATIVAS,se entrego alimentos en domicilio el _digit_ _digit_ _digit_,NEC_OP
3155,"Estimada: por el momento, no contamos con entrega de artículos de limpieza. Saludos!",NECESIDADES OPERATIVAS,estimada por el momento no contamos con entrega de articulos de limpieza saludos,NEC_OP
3156,"Hablé con Lidia, todo ok",POSITIVO,hable con lidia todo ok,R
3157,No puse comunicarme,NO RELEVANTE,no puse comunicarme,NR
3158,"Llamo a AM a 57889484, sin respuesta y a numero adicional 1544756465, pero no responde a la comunicación.",NO RELEVANTE,llamo a am a _digit_ sin respuesta y a numero adicional _digit_ pero no responde a la comunicacion ,NR
3159,no contesta,NO RELEVANTE,no contesta,NR
3160,"Estimada: Hemos recibido la solicitud de la tablet. En cuanto tengamos información al respecto, nos comunicaremos. Saludos!",NECESIDADES OPERATIVAS,estimada hemos recibido la solicitud de la tablet en cuanto tengamos informacion al respecto nos comunicaremos saludos,NEC_OP
3161,Ella sigue muy bien y asistida por sus hijos,POSITIVO,ella sigue muy bien y asistida por sus hijos,R
3162,Se le envía toda la información respecto de la cobertura de salud al voluntario para que se proceda con la misma.,NO RELEVANTE,se le envia toda la informacion respecto de la cobertura de salud al voluntario para que se proceda con la misma ,NR
3163,responde contestador,NO RELEVANTE,responde contestador,NR
3164,"Hablo con Ricardo esposo de la AM, le informo que la semana que viene no voy a poder llamar, le consulto si quiere que otro voluntario los llame o si me esperan; él dice que no tienen problema en esperarme, que están bien y que lo más importante es que no nos olvidemos del 8/7 que es cuando tiene la próxima consulta médica en el HP, para lo cual necesita la ambulancia nuevamente. Ricardo consulta por vacuna a domicilio. 
Llamo a Atención Primaria al 20662799, toman datos de AM, lo llamará Florencia por la mañana del día en que irán a vacunarlo. 
-Le informo esto a Ricardo, estará pendiente. Agradece por todo.",NECESIDADES OPERATIVAS,hablo con ricardo esposo de la am le informo que la semana que viene no voy a poder llamar le consulto si quiere que otro voluntario los llame o si me esperan; el dice que no tienen problema en esperarme que estan bien y que lo mas importante es que no nos olvidemos del _digit_ _digit_ que es cuando tiene la proxima consulta medica en el hp para lo cual necesita la ambulancia nuevamente ricardo consulta por vacuna a domicilio llamo a atencion primaria al _digit_ toman datos de am lo llamara florencia por la manana del dia en que iran a vacunarlo -le informo esto a ricardo estara pendiente agradece por todo ,NEC_OP
3165,Se encuentra c frío. No pudo vacunarse todavía. Abl tiene deuda y no puede pedir eximicion. X hcd tampoco porque tiene otra propiedad y su valuación fiscal supera.,NECESIDADES OPERATIVAS,se encuentra c frio no pudo vacunarse todavia abl tiene deuda y no puede pedir eximicion x hcd tampoco porque tiene otra propiedad y su valuacion fiscal supera ,NEC_OP
3166,"Comunicación via wassap
Todo bien",POSITIVO,comunicacion via wassaptodo bien,R
3167,"Puede retirar ella la caja de alimentos,pero lo que me pidió es no hacer cola.",NECESIDADES OPERATIVAS,puede retirar ella la caja de alimentos pero lo que me pidio es no hacer cola ,NEC_OP
3168,"Esta muy bien, le informe de la eximicion del ABL va a llamar.",POSITIVO,esta muy bien le informe de la eximicion del abl va a llamar ,R
3169,"Llamo a AM y me indica que por el momento ella se puede asistir sola, ya que aun tiene fuerzas para hacerlo. Me indica que su hija de vez en cuando la ayuda en cuanto a las compras. También me indica que ya se dio todas las vacunas correspondientes. Agradece por el llamado de todas formas y finaliza la misma.",NEUTRAL,llamo a am y me indica que por el momento ella se puede asistir sola ya que aun tiene fuerzas para hacerlo me indica que su hija de vez en cuando la ayuda en cuanto a las compras tambien me indica que ya se dio todas las vacunas correspondientes agradece por el llamado de todas formas y finaliza la misma ,NR
