etiqueta1,etiqueta1a,etiqueta2,etiqueta2a,etiqueta3,etiqueta3a,etiqueta4,etiqueta4a,etiqueta5,etiqueta_final,id,necesidades operativas,texto
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1016,,SE ENTREGO MATERIAL COGNITIVO EN DOMICILIO EL 31/07/2020
,positivo,,positivo,,positivo,,,,positivo,1017,,"Me comuniqué en el día de hoy con la señora estaba de buen humor y en buen estado de salud. Se entretiene cocinando, cociendo y mirando la televisión."
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1018,,"Se hablo con la cuidadora Mirta, solicitando ahora un andador para el baño. Se hablo del programa de Ajedrez, pero el señor es muy mayor."
,neutral,,no relevante,,no relevante,,,,no relevante,1019,,"Hice mi primer contacto. Me atendió la nuera que vive en la casa de arriba y me informa que el AM no tiene teléfono, que la tengo que llamar durante la mañana. Quedamos en contactarnos la semana que viene."
,no relevante,,no relevante,,no relevante,,,,no relevante,1020,,"Estan mal colocados los numeros de telefono, ya que fijo y celular estan juntos"
,positivo,,positivo,,positivo,,,,positivo,1021,,"SIGUE BIEN , ESTABLE ."
,positivo,,positivo,,positivo,,,,positivo,1022,,La Señora Flores Inés  se encuentra bien.
,positivo,,positivo,,positivo,,,,positivo,1023,,"(AM) Esta recibiendo las clases online de CLUB DE LECTURA Y MEDITACIÓN.
Agradece al municipio por la entrega de la tablet ,ambos se encuentran bien de salud."
,no relevante,,no relevante,,no relevante,,,,no relevante,1024,,Llamé pero no conseguí respuesta. Vuelvo a intentar en la semana.
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1025,,"Me comuniqué con la sra. pero no le llegó  caja de alimentos (24/07/2020). Tiene al encargado del edificio Wilson, el cual puede recibir la caja con la documentación necesaria. Me voy a comunicar con el 147 para ver que sucedió"
,no relevante,,no relevante,,no relevante,,,,no relevante,1026,,"llamar mañana miercoles dentro de la tarde, hoy le cortaban el pelo a domicilio"
,positivo,,positivo,,neutral,,,,positivo,1027,,"Atendió la nieta (Renata). Nilda salió a comprar.  Están bien, por ahora no necesitan nada"
,no relevante,,no relevante,,no relevante,,,,no relevante,1028,,LO LLAME A SALVADOR Y LE DEJE EN EL CONTESTADOR
,no relevante,,no relevante,,no relevante,,,,no relevante,1029,,-
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1030,,"Se recibe contacto de AM vía whatsapp indicando que el día de ayer no recibió la caja de alimentos, entro en comunicación con la municipalidad y hablo con Rep. Angela consultando si me puede informar, Rep. indica que por ser feriado el depto encargado (Desarrollo) no está funcionando, menciona que no cuenta con información por lo que no puede guiarme, me comunico con AM y le notifico, le indico que seguiré insistiendo vía email y telefónicamente el día lunes, agradece."
,positivo,,positivo,,positivo,,,,positivo,1031,,"Todo bien, los siguen ayudando los hijos."
,necesidades operativas,,positivo,,necesidades operativas,,,,necesidades operativas,1032,,"Se comunicó como es usual nuevamente con la Sra. Luisa Evelia Verón estaba de bueno humor y bien de salud. Por el momento, no necesitaba mas. Se le hizo la gestión para que se le lleve a su domicilio la Caja de Alimentos que le correspondía."
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1033,,hoy lo llevé a buscar la caja con alimentos pero no se la dieron porque habia mucha gente.Necesitaría que se la envien al hogar
,no relevante,,no relevante,,no relevante,,,,no relevante,1034,,contestador 12:51 hs
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1035,,Se entrega Alimentos en domicilio 21/8/20.
,no relevante,,no relevante,,no relevante,,,,no relevante,1036,,No puedo contactarlo. Ninguno de los numeros telefonicos indica disponible. Es como si estuvieran apagados o en uso.
,positivo,,positivo,,positivo,,,,positivo,1037,,Se encuentra bien y no tiene necesidades por el momento. Se pacta nuevo llamado para dentro de unos días.
,necesidades operativas,,positivo,,necesidades operativas,,,,necesidades operativas,1038,,"Buen dia hoy retome la charla con alicia para hacer el pedido de la caja de alimentos y los articulos de limpieza , los necesita habitualmente , ella se encuentra de buen animo . quedamos que la voy a contactar una ves por semana para charlar un rato ."
,negativo,,necesidades operativas,,negativo,,,,negativo,1039,,"Hablé con la hija Gabriela, y viernes tuvo una pérdida intestinal por lo que la hija llamó  a la ambulancia de pami durante 1 hora y media y no la atendieron por lo tanto llamo al 107  y fue llevada al hospital Vicente López y permaneció toda la noche en un pasillo de la guardia hasta que a las 5 AM apareció una enfermera le hicieron unos analisis le pusieron una vía luego permaneció en un box y al darle los análisis bien, le dieron una orden para el proctologo para el día lunes y volvió a su casa.  Ayer fue le dijeron q tenia que hacerse una videocolonoscopia....por lo tanto la hija decidió en forma privada realizarle los estudios un un sanatorio privado...Por el momento Mabel se encuentra bien sola en su casa cuidada por su hija que se está ocupando...."
,positivo,,positivo,,positivo,,,,positivo,1040,,"Hablé con ella, está muy bien. No necesita nada."
,negativo,,positivo,,neutral,,,,negativo,1041,,"Se operò hace poco, asi que esta yendo al hospital a ver los estudios. Sigue bien."
,no relevante,,neutral,,no relevante,,,,no relevante,1042,,Hablamos.del día del.padre.
,no relevante,,no relevante,,no relevante,,,,no relevante,1043,,No hay respuesta.
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1044,,reitero pedido de entrega de caja alimentaria
,neutral,,neutral,,no relevante,,,,neutral,1045,,Son un matrimonio muy encantador !!! por ahora no quieren anotarse en las actividades porque tienen los días ocupados.
,negativo,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1046,,"Am requiere hacerse examen de osteoporosis y placas, indica que llama a Pami y no le toman el teléfono y le indican que no están turnos, solo emergencias."
,neutral,,neutral,,no relevante,,,,neutral,1047,,Llamado hecho consulta sobre un subsidio para comercio resuelto.
,positivo,,positivo,,positivo,,,,positivo,1048,,Se encuentra bien
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1049,,Llamado para coordinar la entrega de alimentos
,positivo,,positivo,,positivo,,,,positivo,1050,,"Hablé con Leticia, se encuentra bien por suerte."
,negativo,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1051,,Pide la vacunación para su esposos quien tiene tres stend. Manifiesta una incipiente demencia fronto temporal.
,positivo,,necesidades operativas,,positivo,,,,positivo,1052,,le llego el bolson de comida esta super contenta
,no relevante,,no relevante,,no relevante,,,,no relevante,1053,,Le realicé la encuesta
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1054,,Se entrego alimentos en domicilio el 08/07/2020
,no relevante,,no relevante,,no relevante,,,,no relevante,1055,,Sin novedad
,negativo,,negativo,,neutral,,,,negativo,1056,,"Llamo a AM, me atiende y me indica que ella vive con su hija. Por lo tanto ella la ayuda a hacer todas las compras de alimentos y medicamentos. Me comenta que esta con mucho miedo en cuanto a la situación que estamos atravesando, por lo tanto no salio a darse las vacunas. Le indico que de todas formas si requiere algo, no dude en contactarse con la Municipalidad. Agradece por el llamado y finaliza la llamada."
,positivo,,positivo,,positivo,,,,positivo,1057,,esta bien
,positivo,,positivo,,positivo,,,,positivo,1058,,La Señora Inés Slaukin y su marido Guido se encuentran bien.
,no relevante,,no relevante,,no relevante,,,,no relevante,1059,,No pude comunicarme
,negativo,,negativo,,neutral,,,,negativo,1060,,"Cansada del encierro, pero bien de animo."
,negativo,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1061,,necesita asistencia
,positivo,,positivo,,positivo,,,,positivo,1062,,se encuentra bien me dijo su hijo
,negativo,,necesidades operativas,,no relevante,,,,necesidades operativas,1063,,"Solicitud de caja de Alimentos para la señora M Ester ,el hijo se quedo sin trabajo.
INFORMO QUE LA ""AM ""POR EL MOMENTO NO QUIERE QUE LE LLEVEMOS LA CAJA DE ALIMENTOS."
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1064,,"Hablé con Victoria, el nieto no pudo retirar la caja de alimentos así que le expliqué cómot enía que hacer, y los papeles que debe llevar. 
Le comenté que no podré seguir llamándola, y le avisé que otro voluntario la estará contactando para saber si pudo conseguir la caja de alimentos."
,negativo,,negativo,,positivo,,,,negativo,1065,,"Llamo a CH me indica que se encuentra bien, hay días que no por la situación actual. Pactamos llamada para la próxima semana Martes 19 a las 16 hs."
,neutral,,no relevante,,no relevante,,,,no relevante,1066,,"Se hace un primer contacto con AM a quien se le consulta si requiere asistencia, AM no se escucha muy segura por lo que se le brinda DNI y tel de ctc para que verifique la veracidad del ctc, toma nota."
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1067,,Se le designó a la LIC NÓBREGA para apoyo psicológico
,positivo,,positivo,,positivo,,,,positivo,1068,,Se encuentra bien
,neutral,,neutral,,no relevante,,,,neutral,1069,,"Hoy hable con Patricia, ya que le viernes no pudimos. Charlamos sobre el tema de las compras ya que hoy fue a hacer un mandado. Luego comentamos de amigas de ella que habían estado enfermas y ya se están recuperando. También me contó de su familia que están todos bien gracias a Dios. Quedamos que hablamos en unos dias."
,positivo,,positivo,,positivo,,,,positivo,1070,,Se encuentra muy bien
,necesidades operativas,,negativo,,necesidades operativas,,,,necesidades operativas,1071,,"Hemos realizado la derivación correspondiente a la Dirección de Atención Primaria de Salud; a la brevedad, se comunicarán con el adulto mayor"
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1072,,SE ENTREGO CUADERNILLO COGNITIVA 1 EN DOMICILIO EL 07/08/2020
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1073,,Se entrega  material cognitivo en domicilio 24/7/20.
,neutral,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1074,,"Me llamó para informar que mañana hablará con la asistenta social del centro día para saber si ya tienen alguna novedad de nuevo documento. Si no tienen,me mandará foto del viejo para ver si podemos hacer algo con él"
,positivo,,positivo,,neutral,,,,positivo,1075,,"Se encuentra bien ,  controlándose la presión, hemos tenido una charla muy agradable"
,positivo,,positivo,,positivo,,,,positivo,1076,,todo bien
,no relevante,,no relevante,,no relevante,,,,no relevante,1077,,La última vez q hable con Miguel fue el día 12/06 al mediodía desde ese día no se más nada de el .. lo esty llamando y dejando mensajes pero no tengo noticia alguna.. voy a seguir insistiendo..
,positivo,,positivo,,neutral,,,,positivo,1078,,"Se hace primer contacto con AM, indica que se encuentran bien, está acompañado por su esposa y menciona que salen juntos a hacer las compras, ofrezco ayuda pero indican que no hace falta y agradecen contacto, brindo número de municipalidad en caso en que requieran ayuda."
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1079,,SE ENTREGO ALIMENTOS EN DOMICILIO EL 03/07/2020
,positivo,,neutral,,no relevante,,,,positivo,1080,,"Las llamadas semanales telefónicas a la señora Margarita son cordiales, ella y su esposo viven en la misma casa con una hija, es por eso q salen solo para hacer cosas puntuales, tiene llamadas con sus familiares y amigas, es muy cordial con la actuante"
,positivo,,positivo,,positivo,,,,positivo,1081,,"Tiene a los hijos que viven alrededor de dos cuadras y los pueden asistir.  Esta interesado en los llamados, por si tiene alguna necesidad, pero por el momento se encuentra bien"
,negativo,,negativo,,neutral,,,,negativo,1082,,"Bueno por suerte después de varios llamados me atendió la hija, recién llegadas del hospital ya que María estuvo internada por una neumonía, ya esta mejor pero se tiene que terminar de recuperar ahora en su casa. Le pedí el teléfono a la hija así cualquier cosa ya estamos en contacto."
,positivo,,positivo,,positivo,,,,positivo,1083,,Hable con ella y se encontraba bien. En la semana volvemos hablar.
,necesidades operativas,,negativo,,necesidades operativas,,,,necesidades operativas,1084,,"11/6 Comunicación con Voluntario Ana Boado. Derivación psicológica a la Lic. Marcela Duhart, realiza llamado 12/6. En curso."
,necesidades operativas,,necesidades operativas,,necesidades operativas,,,,necesidades operativas,1085,,le ofreci la bolsa y la acepto. la va a buscar su hija
,positivo,,positivo,,positivo,,,,positivo,1086,,Hablamos por WhatsApp se encuentra bien
,no relevante,,no relevante,,neutral,,,,no relevante,1087,,"No necesita nada, su hija le hace los mandados y demas cosas."
