id,texto,etiqueta_final,texto_ed,etiqueta_etapa0
612,"Con ellos mantengo diálogos permanentes. Intenté ayudar a Alicia con sus medicamentos y no es posible mientras ella tenga Pami y una obra social. Me cuenta que la hija le envía dinero para comprarlos,lástima que no tiene en cuenta las fechas en que se le terminan. Pablo, para mi sorpresa, se está alejando de la bebida y de la droga. Sabe que el beber, puede provocarle algún inconveniente por los remedios que está tomando.  Martín es más difícil de tratar, no quiere dejar de beber, quiere hacernos creer que necesita tomar para poder dominar un poco mejor su pulso y así hacer reparaciones que le permiten un pequeño ingreso. Me tiene muchísimo afecto, es muy confidente conmigo, sabe que no soporto las mentiras y me consta que no me miente.  Estoy presionándolo para que tome menos, cuando siento que su voz está gangosa me niego a hablar, le digo que cuando se le pase el efecto de lo que tomó, volvemos a hablar. Se pone muy mal cuando me enojo, cuando lo reprendo y sigue manteniendo su palabra: seguirá tomando porque su cuerpo se lo pide. Veremos quién gana esta pulseada, yo tampoco voy a aflojar. Su madre me apoya y me cuenta lo mal que se pone cuando no quiero hablar con él.",NEGATIVO,mantengo dialogos permanentes intente ayudar alicia medicamentos posible pami obra social hija envia dinero comprarlos lastima fechas terminan pablo sorpresa alejando bebida droga beber provocarle inconveniente remedios tomando dificil tratar dejar beber hacernos creer necesita tomar dominar pulso reparaciones permiten pequeno ingreso muchisimo afecto confidente soporto mentiras consta miente presionandolo siento voz gangosa niego hablar digo pase efecto tomo volvemos hablar pone enojo reprendo manteniendo palabra seguira tomando cuerpo pide veremos gana pulseada aflojar madre apoya pone quiero hablar,R
613,No contesto llamado,NO RELEVANTE,contesto llamado,NR
614,Entrega de alimentos al domicilio,NECESIDADES OPERATIVAS,entrega alimentos domicilio,NEC_OP
615,"29/05 - Llamo a AM, me atiende él le comento acerca del proyecto de asistencias. El me indica que cuenta con su hija y 2 hijos de su señora, que los están ayudando en cuanto a las compras de medicamentos y alimentos. Me informa que se encuentran bien en este periodo, a pesar de que están en su casa. Me comenta que su señora y él se dieron las vacunas. 
Agradece por la gentileza en el llamado y finaliza la llamada.",POSITIVO,_digit_ _digit_ - llamo am atiende acerca proyecto asistencias indica hija _digit_ hijos senora ayudando compras medicamentos alimentos informa encuentran periodo casa comenta senora vacunas agradece gentileza llamado finaliza llamada,R
616,"CODIGO C1 ingles, quiere anotarse",NECESIDADES OPERATIVAS,codigo c_digit_ ingles anotarse,NEC_OP
617,Se encontraba ocupada,NO RELEVANTE,encontraba ocupada,NR
618,"En esta oportunidad me atendió Susana, ya que Irineo estaba amasando pan, se encontraba bien, con algunos dolores en general ya que ahora no tiene a su empleada que la ayuda en sus tareas de la casa, pero se encuentran bien se complementa con el esposo. hablamos de las medidas de higiene ya que usa deliberis.",POSITIVO,oportunidad atendio susana irineo amasando pan encontraba dolores empleada ayuda tareas casa encuentran complementa esposo hablamos medidas higiene deliberis,R
619,"Esta muy bien , conversamos  la próxima semana",POSITIVO,conversamos proxima semana,R
620,"Vacunacion
Gripe y Neumonía",NECESIDADES OPERATIVAS,vacunacion gripe neumonia,NEC_OP
621,El AM SLAUKIN Ana 5327159 se encuentra bien junto a su marido.,POSITIVO,am slaukin ana _digit_ marido,R
622,"no figura el telefono, mando mail para que lo agreguen",NO RELEVANTE,figura telefono mando mail agreguen,NR
623,"Se hace acompañamiento a AM quien indica se encuentra bien, dice que fue contactada por el psicólogo de la municipalidad y le ha sido de mucha ayuda, se la escucha de buen animo y tranquila. Se le hace la ficha integral (Encuesta).
AM solicita apoyo para verificar si se puede obtener la receta de la medicación de su hija online y algún número de emergencia en caso de algún evento médico en cuarentena, se le indica que se consultará y se le notificará.",POSITIVO,acompanamiento am indica contactada psicologo municipalidad ayuda escucha animo tranquila ficha integral encuesta am solicita apoyo verificar obtener receta medicacion hija online numero emergencia caso evento medico cuarentena indica consultara notificara,R
624,llamé y me atendio el contestador,NO RELEVANTE,llame atendio contestador,NR
625,Se comunicó la AM solicitando el envío de alimentos a domicilio. Refiere que ningún/ninguna voluntario/a se ha comunicado hasta el momento. Realizo la solicitud del envío de alimentos a domicilio al área e informo a soporte respecto de la necesidad de retomar contacto por parte del voluntario/a.,NECESIDADES OPERATIVAS,comunico am solicitando envio alimentos domicilio refiere voluntario comunicado solicitud envio alimentos domicilio area soporte necesidad retomar contacto voluntario,NEC_OP
626,Me comunique con Guillermo Bustos para conseguir alguien que le realice las compras en el supermercado a Susana ya que le genera mucho miedo y ansiedad salir a la calle.,NECESIDADES OPERATIVAS,comunique guillermo bustos alguien realice compras supermercado susana genera miedo ansiedad salir calle,NEC_OP
627,no contesta el teléfono,NO RELEVANTE,contesta telefono,NR
628,saber como se encontraba,NO RELEVANTE,encontraba,NR
629,SE ENTREGO ALIMENTOS EN DOMICILIO EL 03/07/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
630,Se encuentra bien de salud y sin necesidades. Se pacta llamado para dentro de unos dias.,POSITIVO,salud necesidades pacta llamado,R
631,"no quiere que la llame mas,",NO RELEVANTE,llame,NR
632,no contesta el teléfono,NO RELEVANTE,contesta telefono,NR
633,Sin novedad,NO RELEVANTE,novedad,NR
634,"se encontraba muy bien charlamos un poco de la vida y de las cosas que uno va haciendo en estos días de cuarentena para poder pasar los días  y que no todo sea siempre iguale, agradece mucho al municipio por estar presente y de las distintas formas que lo hacen mi compañía en cada llamado que es un mimo al alma y ayuda mucho",POSITIVO,encontraba charlamos vida cuarentena pasar iguale agradece municipio presente distintas formas compania llamado mimo ayuda,R
635,llamado,NO RELEVANTE,llamado,NR
636,SE ENTREGO ALIMENTOS EN DOMICILIO 21/08/2020,NECESIDADES OPERATIVAS,entrego alimentos domicilio _digit_ _digit_ _digit_,NEC_OP
637,"26/05/20 - Llamo a AM al 4766-5191 como habíamos quedado, charlo con él. Ellos se encuentran bien, conversamos sobre el libro que me había recomendado, confirmo que lo conseguí en internet. Ellos mañana tienen que ir con la esposa a otra sesión de Kinesiología, le quedan 4 sesiones. En el barrio están respetando la cuarentena. Quedamos en hablar nuevamente el 02/06. Agradece el llamado y cortamos",POSITIVO,_digit_ _digit_ _digit_ - llamo am _digit_-_digit_ quedado charlo encuentran conversamos libro recomendado confirmo consegui internet manana esposa sesion kinesiologia quedan _digit_ sesiones barrio respetando cuarentena quedamos hablar nuevamente _digit_ _digit_ agradece llamado cortamos,R
638,"Hablé con Lidia, todo ok",POSITIVO,hable ok,R
639,CAJA A DOMICILIO,NECESIDADES OPERATIVAS,caja domicilio,NEC_OP
640,AM no responde a la llamada.,NO RELEVANTE,am responde llamada,NR
641,"25 de Agosto.Esther Vilegas.  Se siente bien , la llamaron ´para decirle que le llevan la bolsa de comida.  Está un poco refriada, pero que está atenta a cualquier otro sintoma.",NECESIDADES OPERATIVAS,_digit_ agosto esther vilegas siente llamaron decirle llevan bolsa comida refriada atenta sintoma,NEC_OP
642,"Primer contacto telefónico - En líneas generales Olga se encuentra bien, le genera angustia el no poder ver a sus hijos y nietos, pero por medio de contacto telefónico y videollamadas, transita mejor este período de aislamiento.  Agradeció al municipio por realizar este programa.",NEGATIVO,contacto telefonico - lineas generales genera angustia hijos nietos contacto telefonico videollamadas transita periodo aislamiento agradecio municipio programa,R
643,"Estaba ocupada en ese momento pero se encontraba bien, no necesitaba nada.",POSITIVO,ocupada encontraba necesitaba,R
644,"Siguiendo con los llamados, la señora se encuentra muy bien de salud y ánimo",POSITIVO,siguiendo llamados senora salud animo,R
645,El telefono no corresponde  UN CLIENTE EN SERVICIO.,NO RELEVANTE,telefono corresponde cliente servicio,NR
646,Ninguna,NO RELEVANTE,,NR
647,Se solicita en el 147 el envio de la caja alimentaria.,NECESIDADES OPERATIVAS,solicita _digit_ envio caja alimentaria,NEC_OP
648,Atención Psicológica,NECESIDADES OPERATIVAS,atencion psicologica,NEC_OP
649,No me tiende...,NO RELEVANTE,tiende,NR
650,"MARIA DEL CARMEN BIEN, HOY PASO SU HIJO PARA VER COMO ESTABA",POSITIVO,carmen paso hijo,R
651,Se le comunicó a la voluntaria la designación de la Lic MALLONA Alicia,NECESIDADES OPERATIVAS,comunico voluntaria designacion lic mallona alicia,NEC_OP
652,"Animada ,la anote en el curso de estrecheng",POSITIVO,animada anote curso estrecheng,R
653,Hablamos un rato y estaba con miedo xq le dolía todo el cuerpo y como había tomado frío se asustó incluso me comentó que en la carnicería que Ester va a comprar hay un caso positivo de vivid 19.,NEGATIVO,hablamos rato miedo xq dolia cuerpo tomado frio asusto carniceria comprar caso positivo vivid _digit_,R
654,está muy bien,POSITIVO,,R
655,CAJA A DOMICILIO,NECESIDADES OPERATIVAS,caja domicilio,NEC_OP
656,"Leticia está mucho mejor de los ojos. Por suerte las gotitas le hicieron bien. hablamos de su infancia, de la vida en el campo. De sus 12 hermanos, de Entre Ríos. Ojalá pueda conocerla. Me hace acordar mucho a mi tía. Acordamos volver a hablar.",POSITIVO,ojos suerte gotitas hablamos infancia vida campo _digit_ hermanos rios ojala conocerla acordar tia acordamos volver hablar,R
657,"27/05 - Llamo a AM a 1566784003, pero la llamada va al buzón en 2 ocasiones. 
Llamo a AM a numero adicional 1563674021, sin respuesta en las llamadas.",NO RELEVANTE,_digit_ _digit_ - llamo am _digit_ llamada buzon _digit_ ocasiones llamo am numero adicional _digit_ respuesta llamadas,NR
658,Se entrega  material cognitivo en domicilio 24/7/20.,NECESIDADES OPERATIVAS,entrega material cognitivo domicilio _digit_ _digit_ _digit_,NEC_OP
659,Hoy se encuentra bien de ánimo aunque un poco cansada del encierro. No necesita nada por el momento ya que la asisten sus hijos y marido.,NEGATIVO,animo cansada encierro necesita asisten hijos marido,R
660,Sin novedad,NO RELEVANTE,novedad,NR
661,"Charlamos con Alfredo, están bien, hicimos la encuesta.",POSITIVO,charlamos alfredo hicimos encuesta,R
662,Sin novedad,NO RELEVANTE,novedad,NR
663,"En el día de la fecha me contacté con la AM. Muy amable en la conversación inicial, reconoció haber solicitado ser parte del programa, pero quisiera que su voluntaria sea una mujer. (y si pudiera estar cerca de su domicilio, mejor aún). Dicho eso, en caso de ser derivada, quedo atento al envío de un nuevo AM.",NECESIDADES OPERATIVAS,fecha contacte am conversacion inicial reconocio solicitado programa quisiera voluntaria mujer pudiera domicilio caso derivada atento envio am,NEC_OP
664,No contesto la llamada,NO RELEVANTE,contesto llamada,NR
665,se encuetra bien.,POSITIVO,encuetra,R
666,Sin novedad,NO RELEVANTE,novedad,NR
667,"Llamado de presentación. No quiere que lo llamen, vive con la esposa y reciben asistencia de los hijos.",NO RELEVANTE,llamado presentacion llamen vive esposa reciben asistencia hijos,NR
668,Quiere averiguar si hay algun subsidio de ayuda para los AM.,NECESIDADES OPERATIVAS,averiguar subsidio ayuda am,NEC_OP
669,12.23 hs. atiende contestador automático. Se la volverá a contactar en el transcurso del día.,NO RELEVANTE,_digit_ _digit_ hs atiende contestador automatico volvera contactar transcurso,NR
670,Con la Sra Pauluk nos manejamos bastante con audios de wasapp. Me comenta que estuvo muy dolorida el fin de semana y que ella fue a comprarse unos analgésicos a la farmacia. Salió solo para eso. Quedé en confirmar por el segundo envio a domicilio del bolsonnde alimentos.,NEGATIVO,pauluk manejamos audios wasapp comenta dolorida semana comprarse analgesicos farmacia salio quede confirmar envio domicilio bolsonnde alimentos,R
671,Llamado realizado no pidió nada.,NO RELEVANTE,llamado pidio,NR
672,se solicita entrega de alimentos a domicilio,NECESIDADES OPERATIVAS,solicita entrega alimentos domicilio,NEC_OP
673,"Me comunico con Elsa, quien me dice que está bien, que quedó muy agradecido de la caja, no está necesitando nada más por ahora, quedamos en ver para la semana próxima como hace con la caja nuevamente pero en si está muy bien y agradece el contacto",POSITIVO,comunico agradecido caja necesitando quedamos semana proxima caja nuevamente agradece contacto,R
674,Sin novedad,NO RELEVANTE,novedad,NR
675,se encuentran bien,POSITIVO,encuentran,R
676,"Se orienta a la voluntaria con información respecto de la vacunación a domicilio (en este caso a geriátrico) y, a su vez, se deriva la necesidad a la Dirección de Atención Primaria de Salud.",NECESIDADES OPERATIVAS,orienta voluntaria informacion vacunacion domicilio caso geriatrico deriva necesidad direccion atencion primaria salud,NEC_OP
677,deje mensaje en el contestador,NO RELEVANTE,deje mensaje contestador,NR
678,"Se llamo a Monica, la hija de Carmen porque dice que ella habla en su lugar, se informo que hoy le envian la caja de alimentos.",NECESIDADES OPERATIVAS,llamo hija carmen envian caja alimentos,NEC_OP
679,Todo bien. Le comenté de actividades virtuales y le sugerí que su hija le enseñara tema Whatsapp para ver si puede sumarse a alguna de las propuestas que mandaron. Vuelvo a llamar el martes.,POSITIVO,comente actividades virtuales sugeri hija ensenara tema whatsapp sumarse propuestas mandaron vuelvo llamar martes,R
680,"Charla muy agradable, está de muy buen humor y calentita en su casa.",POSITIVO,charla agradable humor calentita casa,R
681,buzon de voz,NO RELEVANTE,buzon voz,NR
682,"Está mejor del nervio ciático después de la aplicación de una inyección.
Muy bien anímicamente, habla todos los días por teléfono con su hermana.",POSITIVO,nervio ciatico aplicacion inyeccion animicamente telefono hermana,R
683,-,NO RELEVANTE,-,NR
684,"MARIA DEL CARMEN BIEN ME CUENTA QUE SU HIJA ESTA MUY PREOCUPADA POR LOS CASOS QUE HAY EN NUESTRO PAIS, LLAMA TODOS LOS DIAS",NEGATIVO,carmen hija preocupada casos llama,R
685,Se solicitó la tablet para Rubén.,NECESIDADES OPERATIVAS,solicito tablet,NEC_OP
686,Ya tiene la receta para el medicamento y tiene alguien que lo ayuda para ir a comprarlo a la farmacia.,POSITIVO,receta medicamento alguien ayuda comprarlo farmacia,R
687,"Esta bien, esperando para almorzar, cocina la hija, me saluda por el día del amigo y agradece el llamado.",POSITIVO,esperando almorzar cocina hija saluda amigo agradece llamado,R
688,"se encuentra muy bien, bien de animo, conversa animadamente, agradecida x el llamado. me conto su finde. todo bien.",POSITIVO,animo conversa animadamente agradecida llamado conto finde,R
689,"Se estableció primer contacto. La señora tiene 98 años y vive con su hija de 71 años, la cual pertenece al grupo de riesgo y no puede dejarla sola ni por un momento. Necesita que un voluntario le realice el tramite de ir a su medico de cabecera a solicitar las recetas de sus medicamentos necesarios, para que a la semana pueda retirar dichas recetas para buscar los remedios necesarios por PAMI. Algunos de los remedios que necesita son: Lebotiroxina Sodica 88, Losartan Potasico 50, Arteriosan 10, Neuroplus 20, Paroxetina 20, entre otros.",NECESIDADES OPERATIVAS,establecio contacto senora _digit_ anos vive hija _digit_ anos pertenece grupo riesgo dejarla necesita voluntario realice tramite medico cabecera solicitar recetas medicamentos necesarios semana retirar dichas recetas buscar remedios necesarios pami remedios necesita lebotiroxina sodica _digit_ losartan potasico _digit_ arteriosan _digit_ neuroplus _digit_ paroxetina _digit_,NEC_OP
